"Identificação da publicação","Identificação da Página","Nome da Página",Título,Descrição,"Duração (segundos)","Horário de publicação","Tipo de legenda","Link permanente","É publicação cruzada","Tipo de publicação",Idiomas,"Rótulos personalizados","Status do conteúdo financiado",Comentário,Data,"Visualizações de 3 segundos do vídeo","Usuários engajados","Feedbacks negativos gerais","Feedbacks negativos únicos dos usuários",Engajamentos,"Visualizações por país (Brazil (BR))","Visualizações por país (Portugal (PT))","Visualizações por país (Chile (CL))","Visualizações por país (Mozambique (MZ))","Visualizações por público principal (F)","Visualizações por público principal (M)","Visualizações por público principal (65+)","Visualizações por público principal (55-64)","Visualizações por público principal (45-54)","Visualizações por público principal (35-44)","Visualizações por público principal (25-34)","Visualizações por público principal (18-24)","Visualizações por público principal (13-17)","Visualizações por público principal (65+, M)","Visualizações por público principal (65+, F)","Visualizações por público principal (55-64, M)","Visualizações por público principal (55-64, F)","Visualizações por público principal (45-54, M)","Visualizações por público principal (45-54, F)","Visualizações por público principal (35-44, M)","Visualizações por público principal (35-44, F)","Visualizações por público principal (25-34, M)","Visualizações por público principal (25-34, F)","Visualizações por público principal (18-24, M)","Visualizações por público principal (18-24, F)","Visualizações por público principal (13-17, M)","Visualizações por público principal (13-17, F)"
515664927246043,437204840068250,"Cristiano Automóveis",,"Essa é pra você meu amigão, ficou acostumado a andar no óleo, no 4x4 bruto mas a família cresceu, temos aqui uma ótima oportunidade com 7 lugares, e você ainda vai tirar onda com os donos de toro e renegade🙊😂😂 chaaama que dá negócio 

E se você ainda não precisa de um carro desse, indica teu amigo, ele fechando negócio conosco, você ganha R$ 1.000🤩💵

🚘Mitsubishi Pajero Dakar
3.2 Turbo Intercooler Diesel 4x4
Câmbio Automático
📅 2009/2010
7 Lugares
——————————
IPVA pago
——————————
Mais infos:
Ar condicionado
Direção hidráulica
Travas elétricas
Vidros elétricos
Freio ABS
Air bag do motorista
Rodas de liga leve
Bancos em couro
Desembaçador traseiro
Air bag duplo
Ar quente
Limpador traseiro
Retrovisores elétricos
Encosto de cabeça traseiro
Controle automático de velocidade
Faróis de neblina
Comando de áudio e telefone no volante
Distribuição eletrônica de frenagem
MP3 Player

🚘Pegamos seu usado na troca 
💳Parcelamos no cartão até 18x 
🏦Financiamos em até 60x 

>>>>>CLIQUE AQUI E CHAMA NO WHATSAPP:
https://api.whatsapp.com/send/?phone=551231523625&text…

📍 Av. Rua Castro Alves, 180, Lorena | SP

#CristianoAutomóveis #seminovoscomgarantia #valedoparaiba #lorena #guaratingueta #carrosseminovos #carrosavenda #qualidadegarantida #lojafisica",0,"11/22/2022 13:11",N/A,https://www.facebook.com/cristianoautomoveisoficial/posts/pfbid02arywN4EBx1RAb5LTusE8EDHJgnW12nL3Zig5qd4X52ofsrrVwwNCmDHPgWMXpziql,0,Foto,,,,,Vitalício,0,678,0,0,1039,,,,,,,,,,,,,,,,,,,,,,,,,,,
516174113861791,437204840068250,"Cristiano Automóveis",,"Fala meu tesouro, esse é pra você que está buscando sua independência ou recém-casado, um belo carro, econômico popular do jeito que tu gosta, mecânica simples e barata.

E se você ainda não precisa de um carro desse, indica teu amigo, ele fechando negócio conosco, você ganha R$ 1.000🤩💵

🚘 Fiat Palio
1.0 Fire way flex
câmbio manual 
📅 2014/2015
🎛️ 123.000 km
——————————
IPVA pago
——————————
Mais infos:
Ar-condicionado
Vidros elétricos
Freio ABS
Airbag 
Desembaçador traseiro
Limpador traseiro
Rádio
Computador de bordo

⚠️ Entrada + parcelas de 929,00
🚘Pegamos seu usado na troca 
💳Parcelamos no cartão até 18x 
🏦Financiamos em até 60x 
——————————
*** Os valores e condições comerciais estão sujeitos a alteração sem aviso prévio, nos resguardamos a possíveis erros de digitação**

>>>>>CLIQUE AQUI E CHAMA NO WHATSAPP:
https://api.whatsapp.com/send/?phone=551231523625&text…
📍 Av. Rua Castro Alves, 180, Lorena | SP
#CristianoAutomóveis #seminovoscomgarantia #valedoparaiba #lorena #guaratingueta #carrosseminovos #carrosavenda #qualidadegarantida #lojafisica",0,"11/23/2022 06:11",N/A,https://www.facebook.com/cristianoautomoveisoficial/posts/pfbid02Ci8EffmhgNez5geFbyqLJKtL4qxJBtGrSkCfVsrr3YwtHmtc5Pun6ApWdP6dYtS3l,0,Foto,,,,,Vitalício,0,869,0,0,1347,,,,,,,,,,,,,,,,,,,,,,,,,,,
516344317178104,437204840068250,"Cristiano Automóveis",,"🚨 Fala meu calouro, se liga na novidade que chegou aqui, só aguardando você pra colocar seu som e dar aquele rolê😎

E se você ainda não precisa de um carro desse, indica teu amigo, ele fechando negócio conosco, você ganha R$ 1.000🤩💵

🚘 Fiat Punto
1.4 Attractive Flex
Câmbio manual 
📅 2010/2011
🎛️ 181.000 km
——————————
IPVA pago
——————————
Mais infos:
Ar-condicionado
Direção hidráulica 
Ajuste de altura dos bancos e volante
Vidros elétricos
Freio ABS
Airbag 
Alarme
Desembaçador traseiro
Limpador traseiro
Rádio
Computador de bordo
Ajuste elétrico dos retrovisores
Faróis de neblina

⚠️ Entrada + parcelas de 899,00
🚘Pegamos seu usado na troca 
💳Parcelamos no cartão até 18x 
🏦Financiamos em até 60x 
——————————
*** Os valores e condições comerciais estão sujeitos a alteração sem aviso prévio, nos resguardamos a possíveis erros de digitação**

>>>>>CLIQUE AQUI E CHAMA NO WHATSAPP:
https://api.whatsapp.com/send/?phone=551231523625&text…
📍 Av. Rua Castro Alves, 180, Lorena | SP
#CristianoAutomóveis #seminovoscomgarantia #valedoparaiba #lorena #guaratingueta #carrosseminovos #carrosavenda #qualidadegarantida #lojafisica",0,"11/23/2022 11:11",N/A,https://www.facebook.com/cristianoautomoveisoficial/posts/pfbid0teh4Bt7FgrDRTc3zrHVvD1pFoQ3qf9Jmo7SFjEhpbp7DCqytKnY8Y9GG26z31f9Wl,0,Foto,,,,,Vitalício,0,801,0,0,1077,,,,,,,,,,,,,,,,,,,,,,,,,,,
516385830507286,437204840068250,"Cristiano Automóveis",,"ALCANCE SEUS SONHOS! 
Agradecemos a preferência e faça como ele, corre pra cá!
Espero por você! 
Entre em contato com nossos consultores e aproveite!
>>>>>CLIQUE AQUI E CHAMA NO WHATSAPP:
https://api.whatsapp.com/send/?phone=551231523625&text...
📍 Av. Rua Castro Alves, 180, Lorena | SP
#CristianoAutomóveis #seminovoscomgarantia #valedoparaiba #lorena #guaratingueta #carrosseminovos #carrosavenda #qualidadegarantida #lojafisica",0,"11/23/2022 12:11",N/A,https://www.facebook.com/cristianoautomoveisoficial/posts/pfbid02YFj7cbZRzqHzTSLWUW8X24iCZDWirm15LKVkYSgFFvyZQ4NLUJZVYSWG143haWjbl,0,Foto,,,,,Vitalício,0,6,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
516388490507020,437204840068250,"Cristiano Automóveis",,"🚨 Fala meu crossfiteiro, se liga no filé 🥩 do boi, esse é pra você chegar chegando na academia com presença 😎🤩

Mas, se você não se interessou, indica teu amigo, ele fechando negócio conosco, você ganha R$ 1.000🤩💵

🚘 Volkswagen Voyage
1.0 Flex
Câmbio manual 
📅 2013/2014
🎛️ 128.000 km
——————————
IPVA pago
——————————
Mais infos:
Ar-condicionado
Direção hidráulica 
Ajuste de altura dos bancos
Vidros elétricos
Freio ABS
Airbag 
Alarme
Desembaçador traseiro
Rádio original 
Computador de bordo
Ajuste elétrico dos retrovisores
Faróis de neblina
Volante multifuncional 

⚠️ Entrada + parcelas de 1.080,00
🚘Pegamos seu usado na troca 
💳Parcelamos no cartão até 18x 
🏦Financiamos em até 60x 
——————————
*** Os valores e condições comerciais estão sujeitos a alteração sem aviso prévio, nos resguardamos a possíveis erros de digitação**

>>>>>CLIQUE AQUI E CHAMA NO WHATSAPP:
https://api.whatsapp.com/send/?phone=551231523625&text…
📍 Av. Rua Castro Alves, 180, Lorena | SP
#CristianoAutomóveis #seminovoscomgarantia #valedoparaiba #lorena #guaratingueta #carrosseminovos #carrosavenda #qualidadegarantida #lojafisica",0,"11/23/2022 13:11",N/A,https://www.facebook.com/cristianoautomoveisoficial/posts/pfbid024VrrFqNZ4Q9FKrCgiRkijPgP9M9bcJs7PBn7Pv5U4Yz2hEbDB58iHhe2AMgG6GVpl,0,Foto,,,,,Vitalício,0,580,0,0,869,,,,,,,,,,,,,,,,,,,,,,,,,,,
517009297111606,437204840068250,"Cristiano Automóveis",,"📌 Lembra do SUV automático que você estava pesquisando esses dias?
Esse é pra é pra ti, dar aquele conforto pra família e fazer aquelas viagens longas no conforto.

Mas, se você não se interessou, indica teu amigo, ele fechando negócio conosco, você ganha R$ 1.000🤩💵

🚘Ford EcoSport
XLT 2.0 Flex Automática
📆2011/2012
🎛️99.000 km
_________________________________
IPVA 2022 PAGO
_________________________________
Direção Hidráulica
Ar-Condicionado
Trava Elétrica
Vidros Elétricos
Volante com regulagem de altura
Banco e volante com ajuste de altura
Freios ABS
Faróis de neblina
Alarme
Rádio original
Bluetooh
Comando de rádio no volante
Desembaçador e limpador traseiro
Roda de liga leve

⚠️Entrada + parcelas de 1.190

🚘Pegamos seu veículo na troca
💳Parcelamos sua entrada em até 18x no cartão
🏦Financiamento em até 60x

*** Os valores e condições comerciais estão sujeitos a alteração sem aviso prévio, nos resguardamos a possíveis erros de digitação**

>>>>>CLIQUE AQUI E CHAMA NO WHATSAPP: 
https://api.whatsapp.com/send/?phone=551231523625&text…
📍 Av. Rua Castro Alves, 180, Lorena | SP 
#CristianoAutomóveis #seminovoscomgarantia #valedoparaiba #lorena #guaratingueta #carrosseminovos #carrosavenda #qualidadegarantida #lojafisica",0,"11/24/2022 11:11",N/A,https://www.facebook.com/cristianoautomoveisoficial/posts/pfbid0AG9svf9x4zaPWb9zPwSWJzonhSKHcba1DDqaCBFg5uHdCHZgBydVySE5rzwYfvDrl,0,Foto,,,,,Vitalício,0,59,0,0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,
517025440443325,437204840068250,"Cristiano Automóveis",,"📌Aooo trilheiro bruto, tu que é raiz e não quer saber da moda de jeep🤣🤣
Se liga nessa linda máquina, 4x4 do jeito que tu gosta pra dar os rolês Adventure.

Mas, se você não se interessou, indica teu amigo, ele fechando negócio conosco, você ganha R$ 1.000🤩💵

🚘 Mitsubishi Pajero TR4
2.0 Gasolina 
4x4 automática
📆2005/2006
🎛️203.000km
——————————
IPVA 2022 PAGO
——————————
Mais informações:
Direção hidráulica
Ar-condicionado
Airbag 
travas elétricas
Vidros elétricos
Desembaçador traseiro
Faróis de Neblina
Banco e volante com ajuste de altura
Rodas de liga leve
Engate
Estribo

⚠️ Entrada + parcelas de 1.199,00

🚘Pegamos seu usado na troca
💳Parcelamos no cartão até 18x
🏦Financiamos em até 60x

*** Os valores e condições comerciais estão sujeitos a alteração sem aviso prévio, nos resguardamos a possíveis erros de digitação***

>>>>>CLIQUE AQUI E CHAMA NO WHATSAPP:   
https://api.whatsapp.com/send/?phone=551231523625&text…
📍 Av. Rua Castro Alves, 180, Lorena | SP 
#CristianoAutomóveis #seminovoscomgarantia #valedoparaiba #lorena #guaratingueta #carrosseminovos #carrosavenda #qualidadegarantida #lojafisica",0,"11/24/2022 13:11",N/A,https://www.facebook.com/cristianoautomoveisoficial/posts/pfbid05N6fFX69PDrJxbL78rkKdCfKTM6BS9hiJ4P9HW7UVT49yPeKyJge1BFZV7mgsk9Bl,0,Foto,,,,,Vitalício,0,40,0,0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
517650537047482,437204840068250,"Cristiano Automóveis",,"🚨 Aoo para tudo, olha o filé🥩 Civicão, difícil andar e não se apaixonar, agora é pra você botar aquela marra, bonézinho pra trás pique malvadão 😎

Mas, se você não se interessou, indica teu amigo, ele fechando negócio conosco, você ganha R$ 1.000🤩💵

🚘 Honda Civic
LXR 2.0 Flex
Câmbio automático 
📅 2013/2014
🎛️ 123.000 km
——————————
IPVA pago
——————————
Mais infos:
Ar-condicionado
Direção elétrica
Paddle Shift (troca de marchas atrás do volante)
Volante multifuncional
Bancos em couro
Ajuste de altura dos bancos
Vidros elétricos
Freio ABS
Airbag 
Seta nos retrovisores
Desembaçador traseiro
Rádio original 
Câmera de ré
Computador de bordo
Ajuste elétrico dos retrovisores
Faróis de neblina

🚘Pegamos seu usado na troca 
💳Parcelamos no cartão até 18x 
🏦Financiamos em até 60x 
——————————

>>>>>CLIQUE AQUI E CHAMA NO WHATSAPP:
https://api.whatsapp.com/send/?phone=551231523625&text…
📍 Av. Rua Castro Alves, 180, Lorena | SP
#CristianoAutomóveis #seminovoscomgarantia #valedoparaiba #lorena #guaratingueta #carrosseminovos #carrosavenda #qualidadegarantida #lojafisica",0,"11/25/2022 06:11",N/A,https://www.facebook.com/cristianoautomoveisoficial/posts/pfbid0XrMfASwpkxhcqz3QcQcbeeCuxiKahLraQWLQutSt3GCZgfhtGnbt3CbozL2NAhosl,0,Foto,,,,,Vitalício,0,114,0,0,132,,,,,,,,,,,,,,,,,,,,,,,,,,,
517831313696071,437204840068250,"Cristiano Automóveis",,"🚨 Já pensou, final de ano e você andar em uma nave dessa, pique playboy, carro completão com teto solar e comandos no volante😎 chaaaama

Mas, se você não se interessou, indica teu amigo, ele fechando negócio conosco, você ganha R$ 1.000🤩💵

🚘 Chevrolet Cruze
Sport LTZ 1.8 Flex
Câmbio automático
📅 2014/2014
🎛️ 172.000 km
——————————
IPVA pago
——————————
Mais infos:
Teto solar
Ar-condicionado
Direção elétrica
Volante multifuncional
Bancos em couro
Ajuste de altura dos bancos
Vidros elétricos
Freio ABS
Airbag 
Rebatimento elétrico dos retrovisores
Desembaçador traseiro
Central de multimídia
GPS
Câmera de ré
Computador de bordo
Ajuste elétrico dos retrovisores
Faróis de neblina
Rodas de liga leve
Controle de tração e estabilidade

🚘Pegamos seu usado na troca 
💳Parcelamos no cartão até 18x 
🏦Financiamos em até 60x 
——————————

>>>>>CLIQUE AQUI E CHAMA NO WHATSAPP:
https://api.whatsapp.com/send/?phone=551231523625&text…
📍 Av. Rua Castro Alves, 180, Lorena | SP
#CristianoAutomóveis #seminovoscomgarantia #valedoparaiba #lorena #guaratingueta #carrosseminovos #carrosavenda #qualidadegarantida #lojafisica",0,"11/25/2022 11:11",N/A,https://www.facebook.com/cristianoautomoveisoficial/posts/pfbid02B7qrCR29D5EWmDB5eCBbe763cnMbBAVG21KWgCScF33kvuy7DCn6EWMe6yAsFZdDl,0,Foto,,,,,Vitalício,0,212,0,0,254,,,,,,,,,,,,,,,,,,,,,,,,,,,
517849030360966,437204840068250,"Cristiano Automóveis",,"ALCANCE SEUS SONHOS! 
Agradecemos a preferência e faça como ele, corre pra cá!
Espero por você! 
Entre em contato com nossos consultores e aproveite!
>>>>>CLIQUE AQUI E CHAMA NO WHATSAPP:
https://api.whatsapp.com/send/?phone=551231523625&text...
📍 Av. Rua Castro Alves, 180, Lorena | SP
#CristianoAutomóveis #seminovoscomgarantia #valedoparaiba #lorena #guaratingueta #carrosseminovos #carrosavenda #qualidadegarantida #lojafisica",0,"11/25/2022 12:11",N/A,https://www.facebook.com/cristianoautomoveisoficial/posts/pfbid0dfVHt5p6dnUYzahTK6MNTKE6SD5dwFEc8VCBST93jmZqeUGurT9pLJcLf59Q37eol,0,Foto,,,,,Vitalício,0,20,0,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
517858383693364,437204840068250,"Cristiano Automóveis",,"🚨 aoo meu querido, esse é pra você que está procurando um popular, copa do mundo e esse pode ser o seu gol🤣

Mas, se você não se interessou, indica teu amigo, ele fechando negócio conosco, você ganha R$ 1.000🤩💵

🚘 Volkswagen gol
City 1.0 Flex
Câmbio manual
📅 2012/2013
🎛️ 118.000 km
——————————
IPVA pago
——————————
Mais infos:
Ar-condicionado
Direção hidraúlica
Ajuste de altura dos bancos
Freio a disco ventilado
Airbag 
Desembaçador traseiro
Computador de bordo

🚘Pegamos seu usado na troca 
💳Parcelamos no cartão até 18x 
🏦Financiamos em até 60x 
——————————

>>>>>CLIQUE AQUI E CHAMA NO WHATSAPP:
https://api.whatsapp.com/send/?phone=551231523625&text…
📍 Av. Rua Castro Alves, 180, Lorena | SP
#CristianoAutomóveis #seminovoscomgarantia #valedoparaiba #lorena #guaratingueta #carrosseminovos #carrosavenda #qualidadegarantida #lojafisica",0,"11/25/2022 13:11",N/A,https://www.facebook.com/cristianoautomoveisoficial/posts/pfbid036hR7uL19y1B4kaJMRY28Rd7cn17VT3MPAPpLPv1twgpxcheR53aB48CY1ErVS3UVl,0,Foto,,,,,Vitalício,0,81,0,0,92,,,,,,,,,,,,,,,,,,,,,,,,,,,
519883803490822,437204840068250,"Cristiano Automóveis",,"📌Esse é o famoso sorvete sem cobertura, mas não tem problema, o carro tem tudo aquilo que nós gostamos, km baixo, aquele monte de botão no volante, GPS pra você não se perder mais nas viagens 😂😂

E se você não procura por um i30, indica aquele teu amigo, ele fechando negócio conosco você ganha um pix de 1.000

🚘HYUNDAI I30
1.8 MPI gasolina 
Câmbio automático de 6 velocidades 
📆2014/2015
🎛️85.000 km
——————————
IPVA 2022 PAGO
——————————
Mais informações:
Direção Elétrica
Ar-condicionado
Vidros elétricos
Faróis de neblina
Volante Multifuncional
Central de multimídia 
Bancos em couro
Sensor de estacionamento
Setas nos retrovisores
Rodas de liga leve diamantadas
GPS
3 modos de condução 
Ajuste elétrico dos retrovisores 
Retrovisores rebatíveis eletricamente
Bancos e volante com ajuste de altura
Câmera de ré

🚘Pegamos seu usado na troca 
💳Parcelamos no cartão até 18x 
🏦Financiamos em até 60x 

>>>>>CLIQUE AQUI E CHAMA NO WHATSAPP:
https://api.whatsapp.com/send/?phone=551231523625&text...

📍Av. Rua Castro Alves, 180, Lorena | SP

#CristianoAutomóveis #seminovoscomgarantia #valedoparaiba #lorena #guaratingueta #carrosseminovos #carrosavenda #qualidadegarantida #lojafisica",0,"11/28/2022 07:11",N/A,https://www.facebook.com/cristianoautomoveisoficial/posts/pfbid02BbFjHHTaEEF1619g9n8uGMHpk2H7vCeid8rC1TBpQpQLq9jjJpc4hTkV2CMr46Hkl,0,Foto,,,,,Vitalício,0,11,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
520035710142298,437204840068250,"Cristiano Automóveis",,"📌Já pensou em andar de “Camaro” por menos de 200 mil?
Está aí um SUV com motor de Camaro pra você viajar tranquilo com a família, já pode trazer sua tracker, seu t-Cross, Creta que nós vamos pegar na troca.

Se por um acaso você não se interessou, indica aquele seu amigo, ele fechando negócio conosco você ganha 1.000,00

🚘 Chevrolet Equinox
 Premier 2.0 turbo AWD com 200🐎
 📅 2017/2018
Câmbio automático de 9 velocidades 
Teto panorâmico 
——————————
IPVA pago
—————————— 
 Mais infos:

Freio ABS
Rodas de liga leve
Airbags frontais, laterais e de cortina
Retrovisores elétricos
Encosto de cabeça para todos ocupantes 
Cintos de 3 pontos para todos os ocupantes 
Ajuste de altura e profundidade do volante
Controle de tração
Ar condicionado dual zone
Faróis de neblina
Faróis com refletores duplos 
Direção Elétrica
Comando de áudio e telefone no volante
Controle de estabilidade
Distribuição eletrônica de frenagem
ISOFIX
Alerta de ponto cego
Assistente de permanência em faixa 
Frenagem automática de emergência 
AWD (tração integral)
Assistente de estacionamento semi automático 
Bancos em couro 
Ajuste elétrico dos bancos 
Rebatimento elétrico dos retrovisores 
Retrovisor interno fotocrômico
Retrovisor externo aquecido 
Memória de banco 
Chave presencial 
Freio de estacionamento elétrico 
Central de multimídia 
GPS 
Sistema de som da Bose
Cancelamento de ruídos 
Carregador de celular por indução 

🚘Pegamos seu usado na troca
💳Parcelamos no cartão até 18x
🏦Financiamos em até 60x

>>>>>CLIQUE AQUI E CHAMA NO WHATSAPP:   
https://api.whatsapp.com/send/?phone=551231523625&text…
📍 Av. Rua Castro Alves, 180, Lorena | SP 
#CristianoAutomóveis #seminovoscomgarantia #valedoparaiba #lorena #guaratingueta #carrosseminovos #carrosavenda #qualidadegarantida #lojafisica",0,"11/28/2022 11:11",N/A,https://www.facebook.com/cristianoautomoveisoficial/posts/pfbid0xPN5fyW7aGmoMMtoNZQBKUFRbWn649QNQVoV9HqXWkE9zvYnhozJVJQFWETcysnUl,0,Foto,,,,,Vitalício,0,459,0,0,658,,,,,,,,,,,,,,,,,,,,,,,,,,,
520038560142013,437204840068250,"Cristiano Automóveis",,"📌 Faaaala meu amigo dono de depósito, carpinteiro, mestre de obras, dono de chácara e por aí vai…. se liga na bruta que chegou pra nós, Strada Hard Working 

Se você não precisa dessa fera, nos ajude indicando seu amigo, ele fechando negócio conosco você ganha um pix de 1.000,00

 Fiat Strada
 Hard Working 1.4 flex CS
 📅 2019/2020
🎛️ 64.000 km
——————————
IPVA pago
 —————————— 
Mais informações:

Vidros elétricos 
Direção hidráulica 
Faróis de neblina 
Computador de bordo
Ar-condicionado
Airbag 
Rádio 
Capacidade de carga 750 kg

🚘Pegamos seu usado na troca 
💳Parcelamos no cartão até 18x 
🏦Financiamos em até 60x 

>>>>>CLIQUE AQUI E CHAMA NO WHATSAPP:
https://api.whatsapp.com/send/?phone=551231523625&text...

📍Av. Rua Castro Alves, 180, Lorena | SP

#CristianoAutomóveis #seminovoscomgarantia #valedoparaiba #lorena #guaratingueta #carrosseminovos #carrosavenda #qualidadegarantida #lojafisica",0,"11/28/2022 13:11",N/A,https://www.facebook.com/cristianoautomoveisoficial/posts/pfbid0JgsLYMxJgotnXuhUioVkNpaRFSvgNNp9sfV7FzpAnSgv9gEs8QCqNhVya2J7eF4xl,0,Foto,,,,,Vitalício,0,21,0,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
520438990101970,437204840068250,"Cristiano Automóveis",,"ALCANCE SEUS SONHOS! 
Agradecemos a preferência e faça como ele, corre pra cá!
Espero por você! 
Entre em contato com nossos consultores e aproveite!
>>>>>CLIQUE AQUI E CHAMA NO WHATSAPP:
https://api.whatsapp.com/send/?phone=551231523625&text...
📍 Av. Rua Castro Alves, 180, Lorena | SP
#CristianoAutomóveis #seminovoscomgarantia #valedoparaiba #lorena #guaratingueta #carrosseminovos #carrosavenda #qualidadegarantida #lojafisica",0,"11/29/2022 03:11",N/A,https://www.facebook.com/cristianoautomoveisoficial/posts/pfbid0rDbK3GdY5JJCZMhBD7koWwL2eZetvyKqVn86mUf8wnARDw8oywAGYQ2p9EsYLKDZl,0,Foto,,,,,Vitalício,0,10,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
520040856808450,437204840068250,"Cristiano Automóveis",,"📌Fala meu amigo motoqueiro apaixonado, bora trocar essa sua XT660 que já deu flor🌹 🫣🤣
Imagina você e a gata viajando nesse final de ano…💭

Mas se você prefere sua bros, indica teu amigo, ele fechando negócio você ganha um pix de 1.000,00

🚘 BMW R 1200
R 1200 GS
 📅 2010/2011
——————————
IPVA pago
—————————— 
 Mais infos:
Injeção eletrônica
Partida elétrica
Câmbio: 6 marchas, transmissão final por cardã 
0 a 100 em 4,3 segundos
0 a 200km/h em 20,1 segundos 
Freio a disco duplo ABS
Rodas de liga leve

🚘Pegamos seu usado na troca
💳Parcelamos no cartão até 18x
🏦Financiamos em até 60x

>>>>>CLIQUE AQUI E CHAMA NO WHATSAPP:   
https://api.whatsapp.com/send/?phone=551231523625&text…
📍 Av. Rua Castro Alves, 180, Lorena | SP 
#CristianoAutomóveis #seminovoscomgarantia #valedoparaiba #lorena #guaratingueta #carrosseminovos #carrosavenda #qualidadegarantida #lojafisica",0,"11/29/2022 06:11",N/A,https://www.facebook.com/cristianoautomoveisoficial/posts/pfbid02bwtRrnxNh3q66wHuK2GXkFLsikd76tr7DNoNLbkzDxwEf4WtFaBXJ6QmD3ZZJhzwl,0,Foto,,,,,Vitalício,0,24,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
520055780140291,437204840068250,"Cristiano Automóveis",,"📌 Aooo meu alecrim dourado, se liga nesse esportivo de Kinder ovo🤣🤣
Ótima oportunidade pra você que busca um hatch completo 🚀

Mas se não te agradou, indica aquele seu amigo, ele fechando negócio conosco você ganha um pix de 1.000,00

🚘 Fiat Uno
Sporting 1.4 Flex 4P 
📅 20012/2013
——————————
IPVA 2022 PAGO
——————————
Mais informações:
Direção hidráulica
Câmbio Manual
Ar-condicionado
Rádio
4 portas
Faróis de neblina
Rodas de liga leve
Vidros elétricos
Desembaçador traseiro

🚘Pegamos seu usado na troca 
💳Parcelamos no cartão até 18x 
🏦Financiamos em até 60x 

>>>>>CLIQUE AQUI E CHAMA NO WHATSAPP:
https://api.whatsapp.com/send/?phone=551231523625&text…
📍 Av. Rua Castro Alves, 180, Lorena | SP

#CristianoAutomóveis #seminovoscomgarantia #valedoparaiba #lorena #guaratingueta #carrosseminovos #carrosavenda #qualidadegarantida #lojafisica",0,"11/29/2022 11:11",N/A,https://www.facebook.com/cristianoautomoveisoficial/posts/pfbid0SAKitkVoPBqtW58GWYqCaxdSR8LvwH4d3n3LsnuZVVVUUMEDA3NrZUKGQSU7xx2Dl,0,Foto,,,,,Vitalício,0,42,0,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
520739610071908,437204840068250,"Cristiano Automóveis",,"ALCANCE SEUS SONHOS! 
Agradecemos a preferência e faça como ele, corre pra cá!
Espero por você! 
Entre em contato com nossos consultores e aproveite!
>>>>>CLIQUE AQUI E CHAMA NO WHATSAPP:
https://api.whatsapp.com/send/?phone=551231523625&text...
📍 Av. Rua Castro Alves, 180, Lorena | SP
#CristianoAutomóveis #seminovoscomgarantia #valedoparaiba #lorena #guaratingueta #carrosseminovos #carrosavenda #qualidadegarantida #lojafisica",0,"11/29/2022 12:11",N/A,https://www.facebook.com/cristianoautomoveisoficial/posts/pfbid0XsSyZErUCcXAuZrDUaFuMkRNRk8GNCeUGktAh9cAPPihfHgRiWEaVCR5eSUbSq21l,0,Foto,,,,,Vitalício,0,6,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
520764393402763,437204840068250,"Cristiano Automóveis",,"ALCANCE SEUS SONHOS! 
Agradecemos a preferência e faça como ele, corre pra cá!
Espero por você! 
Entre em contato com nossos consultores e aproveite!
>>>>>CLIQUE AQUI E CHAMA NO WHATSAPP:
https://api.whatsapp.com/send/?phone=551231523625&text...
📍 Av. Rua Castro Alves, 180, Lorena | SP
#CristianoAutomóveis #seminovoscomgarantia #valedoparaiba #lorena #guaratingueta #carrosseminovos #carrosavenda #qualidadegarantida #lojafisica",0,"11/29/2022 13:11",N/A,https://www.facebook.com/cristianoautomoveisoficial/posts/pfbid02VP5826CFTuoVLDLdsmn8WyVN4GwhVVfFxWPkXvJGxXBc7S3FkvYwcdrsatkbtP7Zl,0,Foto,,,,,Vitalício,0,19,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
499360618876474,437204840068250,"Cristiano Automóveis",,"📌Para você que sonha em ter seu primeiro carro, olha a oportunidade:

🚘 Volkswagen Gol 
1.0 Flex
📅 2008/2008
💵R$21.900,00
——————————
IPVA 2022 PAGO
——————————
Mais informações:
Direção Mecânica
Câmbio Manual
Básico
2 portas
Engate
Sensor de estacionamento
Desembaçador traseiro

🚘Pegamos seu usado na troca 
💳Parcelamos no cartão até 18x 
🏦Financiamos em até 60x 

>>>>>CLIQUE AQUI E CHAMA NO WHATSAPP:
https://api.whatsapp.com/send/?phone=551231523625&text…

📍 Av. Rua Castro Alves, 180, Lorena | SP

#CristianoAutomóveis #seminovoscomgarantia #valedoparaiba #lorena #guaratingueta #carrosseminovos #carrosavenda #qualidadegarantida #lojafisica",0,"11/01/2022 07:11",N/A,https://www.facebook.com/cristianoautomoveisoficial/posts/pfbid0j34hb4S1S9qEb7LGbgehreoGAb8iCoFQRsS7v52gWJsP42QMUYZpjYiYkmuYgRDRl,0,Foto,,,,,Vitalício,0,283,0,0,368,,,,,,,,,,,,,,,,,,,,,,,,,,,
